"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1922705,2008000045830,5,14,2012019227055,21,3508,1190,350817,1,0,0,2,22,0,99999,1067,33291,9999999,6,5,1,14,5,30,2,200,0,0,902,9020,0,3,0,0,2,1,8,81,0,0,1,1,10,2,5000,3990,126,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","33291","N/A","6","2-family building","1","14","5","30","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","2 years of college","Associate's degree, type not specified","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","5000","3990","126"
2012,2008,201205,1922705,2008000045830,5,14,2012019227055,21,3508,1190,350817,1,0,0,2,22,0,99999,1067,33291,9999999,6,5,2,18,5,15,2,200,2,200,261,2610,0,3,0,0,2,2,3,30,5,52,2,0,0,0,0,0,126,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","33291","N/A","6","2-family building","2","18","5","15","Black/African American","Black/African American","Puerto Rican","Puerto Rican","Puerto Rican","Puerto Rican","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Grade 9","Grade 9","Grade 9 to grade 12","Grade 10","Public school","N/A","N/A","N/A","","","126"
2012,2008,201205,1922705,2008000045830,5,14,2012019227055,21,3508,1190,350817,1,0,0,2,22,0,99999,1067,33291,9999999,6,5,3,15,5,6,2,200,0,0,902,9020,0,3,0,0,2,2,1,12,3,31,2,0,0,0,0,0,126,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","33291","N/A","6","2-family building","3","15","5","6","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Kindergarten","Grade 1 to grade 4","Grade 1","Public school","N/A","N/A","N/A","","","126"
2012,2008,201205,1922705,2008000045830,5,14,2012019227055,21,3508,1190,350817,1,0,0,2,22,0,99999,1067,33291,9999999,6,5,4,18,5,4,2,200,0,0,902,9020,0,0,0,0,2,2,0,2,1,10,3,0,0,0,0,0,126,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","33291","N/A","6","2-family building","4","18","5","4","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","N/A or no schooling","No schooling completed","Nursery school/preschool","Nursery school/preschool","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","126"
2012,2008,201205,1922705,2008000045830,5,14,2012019227055,21,3508,1190,350817,1,0,0,2,22,0,99999,1067,33291,9999999,6,5,5,19,5,2,2,200,0,0,902,9020,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,126,"Illinois","3508","Chicago, IL","350817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","33291","N/A","6","2-family building","5","19","5","2","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","126"
2012,2008,201205,1922731,2008000046410,2,15,2012019227315,21,3514,1190,351417,1,0,0,2,22,0,99999,992,21981,9999999,7,6,1,15,2,71,2,200,0,0,900,9003,0,3,0,0,2,1,6,64,0,0,1,3,30,1,0,0,161,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","992","21981","N/A","7","3-4 family building","1","15","2 family members present","71","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Afro-American","Negro (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","GED or alternative credential","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","161"
2012,2008,201205,1922731,2008000046410,2,15,2012019227315,21,3514,1190,351417,1,0,0,2,22,0,99999,992,21981,9999999,7,6,2,14,2,76,2,200,0,0,902,9020,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,161,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","992","21981","N/A","7","3-4 family building","2","14","2 family members present","76","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","161"
2012,2008,201205,1922733,2008000046543,2,19,2012019227335,21,3516,1190,351617,1,0,0,2,22,0,99999,1099,1601,9999999,5,7,1,18,2,48,2,200,0,0,902,9020,0,3,0,0,1,1,6,65,0,0,1,2,20,2,4010,8680,11,"Illinois","3516","Chicago, IL","351617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1099","1601","N/A","5","5-9 family building","1","18","2 family members present","48","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Some college, but less than 1 year","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","4010","8680","11"
2012,2008,201205,1922733,2008000046543,2,19,2012019227335,21,3516,1190,351617,1,0,0,2,22,0,99999,1099,1601,9999999,5,7,2,18,2,19,2,200,0,0,902,9020,0,6,0,0,2,2,7,71,6,60,2,2,20,2,2320,7860,11,"Illinois","3516","Chicago, IL","351617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1099","1601","N/A","5","5-9 family building","2","18","2 family members present","19","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, but not well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","1 year of college","1 or more years of college credit, no degree","College undergraduate","College undergraduate","Public school","Unemployed","Unemployed","Yes, in the labor force","2320","7860","11"
2012,2008,201205,1922740,2008000046731,1,13,2012019227405,21,3510,1190,351017,3,1,100,0,0,0,99999,0,9999999,9999999,0,0,1,13,1,13,2,200,0,0,902,9020,0,3,0,0,2,1,2,25,0,0,1,0,0,0,0,0,0,"Illinois","3510","Chicago, IL","351017","Group quarters--Institutions","Institution (1990, 2000, ACS/PRCS)","Institution (1990, 2000, ACS/PRCS)","N/A","N/A","N/A","Not in universe","N/A","N/A ","N/A","N/A","N/A","1","13","1 family member present","13","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 7","N/A","N/A","Not enrolled","N/A","N/A","N/A","","","N/A "
2012,2008,201205,1922758,2008000047263,4,23,2012019227585,21,3501,1190,350117,1,0,0,1,13,3,1539,0,146182,150000,4,10,1,22,4,44,4,400,0,0,706,7060,0,3,0,0,2,1,10,101,0,0,1,1,10,2,120,7470,501,"Illinois","3501","Chicago, IL","350117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1539","N/A","146182","150000","4","50+ family building","1","22","4","44","Chinese","Chinese","Not Hispanic","Not Hispanic","Chinese","Chinese","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","7470","501 percent or more of poverty threshold"
2012,2008,201205,1922758,2008000047263,4,23,2012019227585,21,3501,1190,350117,1,0,0,1,13,3,1539,0,146182,150000,4,10,2,21,4,39,4,400,0,0,706,7060,0,3,0,0,2,1,11,114,0,0,1,1,10,2,50,4590,501,"Illinois","3501","Chicago, IL","350117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1539","N/A","146182","150000","4","50+ family building","2","21","4","39","Chinese","Chinese","Not Hispanic","Not Hispanic","Chinese","Chinese","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Master's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","","4590","501 percent or more of poverty threshold"
2012,2008,201205,1922758,2008000047263,4,23,2012019227585,21,3501,1190,350117,1,0,0,1,13,3,1539,0,146182,150000,4,10,3,24,4,4,4,400,0,0,706,7060,0,0,0,0,2,2,1,11,1,10,3,0,0,0,0,0,501,"Illinois","3501","Chicago, IL","350117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1539","N/A","146182","150000","4","50+ family building","3","24","4","4","Chinese","Chinese","Not Hispanic","Not Hispanic","Chinese","Chinese","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Nursery school, preschool","Nursery school/preschool","Nursery school/preschool","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1922758,2008000047263,4,23,2012019227585,21,3501,1190,350117,1,0,0,1,13,3,1539,0,146182,150000,4,10,4,24,4,1,4,400,0,0,706,7060,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,501,"Illinois","3501","Chicago, IL","350117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1539","N/A","146182","150000","4","50+ family building","4","24","4","1","Chinese","Chinese","Not Hispanic","Not Hispanic","Chinese","Chinese","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","501 percent or more of poverty threshold"
2012,2008,201205,1922768,2008000047443,1,14,2012019227685,21,3513,1190,351317,1,0,0,1,12,1,409,0,35212,100000,5,3,1,13,1,80,1,100,0,0,142,1420,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,326,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","409","N/A","35212","$100,000+","5","1-family house, detached","1","13","1 family member present","80","White","White","Not Hispanic","Not Hispanic","Polish","Polish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","326"
2012,2008,201205,1922774,2008000047917,2,22,2012019227745,21,3502,1190,350217,1,0,0,1,12,1,1312,0,514199,1002000,6,10,1,22,2,68,1,100,0,0,195,1950,0,3,0,0,2,1,11,115,0,0,1,3,30,1,0,0,501,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","1312","N/A","514199","1002000","6","50+ family building","1","22","2 family members present","68","White","White","Not Hispanic","Not Hispanic","European, nec","European, nec","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Professional degree beyond a bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","501 percent or more of poverty threshold"
2012,2008,201205,1922774,2008000047917,2,22,2012019227745,21,3502,1190,350217,1,0,0,1,12,1,1312,0,514199,1002000,6,10,2,20,2,76,1,100,0,0,142,1420,2,3,0,0,2,1,11,115,0,0,1,1,10,2,3060,8190,501,"Illinois","3502","Chicago, IL","350217","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","1312","N/A","514199","1002000","6","50+ family building","2","20","2 family members present","76","White","White","Not Hispanic","Not Hispanic","Polish","Polish","Naturalized citizen","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Professional degree beyond a bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3060","8190","501 percent or more of poverty threshold"
2012,2008,201205,1922779,2008000048046,4,14,2012019227795,21,3514,1190,351417,1,0,0,2,22,0,99999,843,22621,9999999,5,8,1,14,4,28,2,200,0,0,902,9020,0,3,0,0,2,1,8,81,0,0,1,1,10,2,3920,7680,99,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","843","22621","N/A","5","10-19 family building","1","14","4","28","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","2 years of college","Associate's degree, type not specified","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3920","7680","99"
